"In the past 7 days, I looked forward with enjoyment to upcoming events.","En los últimos 7 días, sentí entusiasmo y alegría por acontecimientos próximos.",
"In the past 7 days, I said or did things that other people probably thought were inappropriate.","En los últimos 7 días, dije o hice cosas que otras personas quizá hayan considerado inapropiadas.",Mental
"In the past 7 days, I threatened violence toward people or property.","En los últimos 7 días, hice amenazas de actuar con violencia contra personas o bienes.",Mental
"In the past 7 days, I tried to get even when I was angry at someone.","En los últimos 7 días, intenté vengarme de alguien que me hizo enojar.",Mental
"In the past 7 days, I was afraid of what the future holds for me.","En los últimos 7 días, tuve miedo de lo que me depara el futuro.",Mental
"In the past 7 days, I was bothered if I had to depend on others for help.","En los últimos 7 días, me molestó tener que depender de la ayuda de otros.",
"In the past 7 days, I was critical of myself for my mistakes.","En los últimos 7 días, me critiqué por mis errores.",
"In the past 7 days, I was preoccupied with my worries.","En los últimos 7 días, estuve pendiente de mis preocupaciones.",Mental
"In the past 7 days, I was resentful when I didn't get my way.","En los últimos 7 días, sentí resentimiento cuando las cosas no salían como yo quería",Mental
"In the past 7 days, it was hard to adjust to unexpected changes.","En los últimos 7 días, fue difícil adaptarme a cambios imprevistos.",Mental
"In the past 7 days, it was hard to keep up enthusiasm to get things done.","En los últimos 7 días, fue difícil mantener el entusiasmo para hacer las cosas.",
"In the past 7 days, just being around people irritated me.","En los últimos 7 días, me irritó el simple hecho de estar con gente.",
"In the past 7 days, many situations made me worry.","En los últimos 7 días, muchas situaciones me hicieron preocupar.",Mental
"In the past 7 days, people told me that I talked in a loud or excessive manner.","En los últimos 7 días, me dijeron que hablaba muy fuerte o demasiado.",
Please specify your level of agreement: I always try to get along with others.,Indique qué tan de acuerdo está con la afirmación: Siempre intento llevarme bien con los demás.,Mental
Please specify your level of agreement: I am able to add and subtract numbers in my head.,Indique qué tan de acuerdo está con la afirmación: Puedo sumar y restar mentalmente.,
Please specify your level of agreement: I am able to adjust to other people's ways.,Indique qué tan de acuerdo está con la afirmación: Puedo adaptarme a las costumbres de otras personas.,
Please specify your level of agreement: I am able to correct my mistakes when they happen.,"Indique qué tan de acuerdo está con la afirmación: Cuando cometo un error, puedo corregirlo.",
Please specify your level of agreement: I am able to do many things at once.,Indique qué tan de acuerdo está con la afirmación: Puedo hacer muchas cosas a la vez.,
Please specify your level of agreement: I am able to do my work carefully.,Indique qué tan de acuerdo está con la afirmación: Puedo hacer mi trabajo con diligencia.,
Please specify your level of agreement: I am able to make important decisions in my life.,Indique qué tan de acuerdo está con la afirmación: Puedo tomar decisiones importantes en mi vida.,
Please specify your level of agreement: I am able to plan ahead for things that I want to do.,Indique qué tan de acuerdo está con la afirmación: Puedo planificar con anticipación lo que quiero hacer.,
Please specify your level of agreement: I am able to solve problems on my own.,Indique qué tan de acuerdo está con la afirmación: Puedo resolver problemas por mi cuenta.,
Please specify your level of agreement: I am able to think clearly.,Indique qué tan de acuerdo está con la afirmación: Puedo pensar con claridad.,
Please specify your level of agreement: I am able to work toward long term goals.,Indique qué tan de acuerdo está con la afirmación: Puedo trabajar para alcanzar metas a largo plazo.,
Please specify your level of agreement: I am always watching or on guard for threats.,Indique qué tan de acuerdo está con la afirmación: Siempre estoy atento/a o en guardia ante amenazas.,
Please specify your level of agreement: I am comfortable making eye contact with others.,Indique qué tan de acuerdo está con la afirmación: No me incomoda mirar a otra persona a los ojos.,Mental
Please specify your level of agreement: I am easily confused when in a busy or noisy environment.,Indique qué tan de acuerdo está con la afirmación: Me confundo con facilidad cuando estoy en un lugar ruidoso o lleno de gente.,
Please specify your level of agreement: I am easily distracted in a busy or noisy environment.,Indique qué tan de acuerdo está con la afirmación: Me distraigo con facilidad cuando estoy en un lugar ruidoso o lleno de gente.,
Please specify your level of agreement: I am good at following through with plans I make.,Indique qué tan de acuerdo está con la afirmación: Tengo facilidad para concretar los planes que armo.,
Please specify your level of agreement: I am good at getting to know new people.,Indique qué tan de acuerdo está con la afirmación: Tengo facilidad para llegar a conocer a la gente nueva.,Mental
Please specify your level of agreement: I am good at making new friends.,Indique qué tan de acuerdo está con la afirmación: Tengo facilidad para formar nuevas amistades.,Mental
Please specify your level of agreement: I am limited in driving long distances.,Indique qué tan de acuerdo está con la afirmación: Tengo limitaciones para conducir distancias largas.,
Please specify your level of agreement: I am not easily discouraged.,Indique qué tan de acuerdo está con la afirmación: No me desanimo con facilidad.,
Please specify your level of agreement: I am only comfortable driving short distances.,Indique qué tan de acuerdo está con la afirmación: Solo me siento cómodo/a al conducir distancias cortas.,
Please specify your level of agreement: I am uncomfortable talking in a group.,Indique qué tan de acuerdo está con la afirmación: Me incomoda hablar en grupo.,
Please specify your level of agreement: I am willing to accept help from others.,Indique qué tan de acuerdo está con la afirmación: Estoy dispuesto/a a aceptar la ayuda de otras personas.,Mental
Please specify your level of agreement: I ask for help when I need to.,Indique qué tan de acuerdo está con la afirmación: Pido ayuda cuando la necesito.,
Please specify your level of agreement: I believe that things end up alright most of the time.,Indique qué tan de acuerdo está con la afirmación: Creo que la mayoría de las veces todo termina bien.,
Please specify your level of agreement: I can admit my mistakes.,Indique qué tan de acuerdo está con la afirmación: Puedo admitir mis errores.,
Please specify your level of agreement: I can drive to a local store and back home on my own.,Indique qué tan de acuerdo está con la afirmación: Puedo conducir a una tienda local y volver a casa por mis propios medios.,
Please specify your level of agreement: I can follow what is being said when a group of people are talking.,Indique qué tan de acuerdo está con la afirmación: Puedo seguir el hilo de la conversación cuando hay un grupo de personas hablando.,
Please specify your level of agreement: I can follow what is being said when talking with family and friends.,Indique qué tan de acuerdo está con la afirmación: Puedo seguir el hilo de la conversación cuando hablo con familiares y amigos.,
Please specify your level of agreement: I can follow what is being said when talking with someone I don't know.,Indique qué tan de acuerdo está con la afirmación: Puedo seguir el hilo de la conversación cuando hablo con alguien que no conozco.,
Please specify your level of agreement: I can get back on track when I am distracted.,Indique qué tan de acuerdo está con la afirmación: Puedo volver a concentrarme cuando me distraigo.,
Please specify your level of agreement: I can handle stressful situations.,Indique qué tan de acuerdo está con la afirmación: Puedo manejar las situaciones estresantes.,
Please specify your level of agreement: I can keep up a conversation.,Indique qué tan de acuerdo está con la afirmación: Puedo mantener una conversación.,
Please specify your level of agreement: I can understand simple instructions.,Indique qué tan de acuerdo está con la afirmación: Puedo entender instrucciones simples.,
Please specify your level of agreement: I can usually get to the bus or train station on time.,"Indique qué tan de acuerdo está con la afirmación: Por lo general, puedo llegar a tiempo a la estación de autobús o de tren.",
Please specify your level of agreement: I can't stop myself from doing the same thing over and over.,Indique qué tan de acuerdo está con la afirmación: No puedo evitar hacer lo mismo una y otra vez.,
Please specify your level of agreement: I don't mind when people give me advice.,Indique qué tan de acuerdo está con la afirmación: No me molesta que me den consejos.,Mental
Please specify your level of agreement: I feel good about myself.,Indique qué tan de acuerdo está con la afirmación: Me siento bien conmigo mismo/a.,
Please specify your level of agreement: I feel people are against me.,Indique qué tan de acuerdo está con la afirmación: Siento que la gente está en mi contra.,
Please specify your level of agreement: I feel that there are people I can turn to.,Indique qué tan de acuerdo está con la afirmación: Siento que hay personas con las que puedo contar.,Mental
Please specify your level of agreement: I find that I have a hard time sitting still when I need to.,Indique qué tan de acuerdo está con la afirmación: Me resulta difícil quedarme sentado/a quieto/a cuando necesito hacerlo.,
Please specify your level of agreement: I get along well with people outside my family.,Indique qué tan de acuerdo está con la afirmación: Me llevo bien con personas que no pertenecen a mi familia.,Mental
Please specify your level of agreement: I get very loud when I do not get what I want.,Indique qué tan de acuerdo está con la afirmación: Me quejo en voz muy alta cuando no consigo lo que quiero.,
Please specify your level of agreement: I have a hard time accepting criticism.,Indique qué tan de acuerdo está con la afirmación: Me cuesta aceptar las críticas.,
Please specify your level of agreement: I have a lot of energy.,Indique qué tan de acuerdo está con la afirmación: Tengo mucha energía.,
Please specify your level of agreement: I have difficulty calming down.,Indique qué tan de acuerdo está con la afirmación: Me cuesta calmarme.,
Please specify your level of agreement: I have difficulty following the rules.,Indique qué tan de acuerdo está con la afirmación: Me cuesta seguir las reglas.,
Please specify your level of agreement: I have difficulty letting people know how I feel.,Indique qué tan de acuerdo está con la afirmación: Me cuesta decirles a otras personas cómo me siento.,
Please specify your level of agreement: I have to read something several times to understand it.,"Indique qué tan de acuerdo está con la afirmación: Para entender algo, necesito leerlo varias veces.",
Please specify your level of agreement: I have to work really hard to focus so I don't make a mistake.,Indique qué tan de acuerdo está con la afirmación: Tengo que esforzarme mucho para concentrarme y no cometer errores.,
Please specify your level of agreement: I have trouble finding the right word when talking with people.,Indique qué tan de acuerdo está con la afirmación: Me cuesta encontrar las palabras justas cuando hablo con alguien.,
Please specify your level of agreement: I have trouble keeping my mind on what I am doing.,Indique qué tan de acuerdo está con la afirmación: Me cuesta concentrarme en lo que hago.,
Please specify your level of agreement: I have trouble putting my thoughts together.,Indique qué tan de acuerdo está con la afirmación: Me cuesta ordenar mis ideas.,
Please specify your level of agreement: I have trouble remembering important events. For example birthdays.,"Indique qué tan de acuerdo está con la afirmación: Me cuesta recordar acontecimientos importantes. Por ejemplo, los cumpleaños.",
"Please specify your level of agreement: I have trouble using tickets, cash, or a fare card to get on a bus or train.","Indique qué tan de acuerdo está con la afirmación: Tengo dificultad para usar boletos, dinero en efectivo o tarjetas de viaje para viajar en tren o autobús.",
Please specify your level of agreement: I know what to do in case of an emergency.,Indique qué tan de acuerdo está con la afirmación: Sé qué hacer en caso de emergencia.,
Please specify your level of agreement: I like large family gatherings.,Indique qué tan de acuerdo está con la afirmación: Me gustan las reuniones familiares con mucha gente.,
Please specify your level of agreement: I look at both sides of an issue.,"Indique qué tan de acuerdo está con la afirmación: Cuando hay un desacuerdo, considero los dos puntos de vista.",Mental
Please specify your level of agreement: I look for the good in difficult situations.,Indique qué tan de acuerdo está con la afirmación: Busco lo bueno de las situaciones difíciles.,
Please specify your level of agreement: I make an effort to get to know other people.,Indique qué tan de acuerdo está con la afirmación: Me esfuerzo por llegar a conocer a las otras personas.,
Please specify your level of agreement: I notice my mistakes when they happen.,Indique qué tan de acuerdo está con la afirmación: Me doy cuenta de mis errores cuando los cometo.,
Please specify your level of agreement: I often forget where I put things. For example like your keys or wallet.,"Indique qué tan de acuerdo está con la afirmación: Muchas veces me olvido de dónde dejé las cosas. Por ejemplo, las llaves o la billetera.",
"Please specify your level of agreement: I often forget whether or not I did important things, like take medications.","Indique qué tan de acuerdo está con la afirmación: Muchas veces me olvido de si hice o no ciertas cosas importantes, como tomar medicamentos.",
Please specify your level of agreement: I often get angry when I'm told what to do.,Indique qué tan de acuerdo está con la afirmación: Suelo enojarme cuando me dicen qué hacer.,
Please specify your level of agreement: I often get upset with the people around me.,Indique qué tan de acuerdo está con la afirmación: Suelo molestarme con la gente que me rodea.,
Please specify your level of agreement: I often have difficulty dealing with people.,Indique qué tan de acuerdo está con la afirmación: A menudo me cuesta tratar con la gente.,
Please specify your level of agreement: I often have trouble keeping track of time.,Indique qué tan de acuerdo está con la afirmación: A menudo me cuesta tener noción del tiempo.,
"Please specify your level of agreement: I often make mistakes when writing down numbers. For example a phone number, checkbook entry.","Indique qué tan de acuerdo está con la afirmación: Muchas veces cometo errores al escribir números. Por ejemplo, un número de teléfono o una entrada en la chequera.",
Please specify your level of agreement: I often misspell words.,Indique qué tan de acuerdo está con la afirmación: Muchas veces escribo mal las palabras.,
Please specify your level of agreement: I often say things that upset others.,Indique qué tan de acuerdo está con la afirmación: Muchas veces digo cosas que molestan a otros.,
Please specify your level of agreement: I often think that something is really wrong with my health.,Indique qué tan de acuerdo está con la afirmación: A menudo pienso que tengo un problema de salud grave.,
Please specify your level of agreement: I recognize danger when I see it.,Indique qué tan de acuerdo está con la afirmación: Reconozco el peligro cuando lo veo.,
Please specify your level of agreement: I respect other people's point of view.,Indique qué tan de acuerdo está con la afirmación: Respeto el punto de vista de los demás.,Mental
Please specify your level of agreement: I respect other people's property.,Indique qué tan de acuerdo está con la afirmación: Respeto las pertenencias de los demás.,
Please specify your level of agreement: I seem to worry about my health a lot.,Indique qué tan de acuerdo está con la afirmación: Pareciera que me preocupo mucho por mi salud.,
Please specify your level of agreement: I sometimes get physical when I'm angry.,Indique qué tan de acuerdo está con la afirmación: A veces actúo con violencia física cuando me enojo.,
Please specify your level of agreement: I think people trust me.,Indique qué tan de acuerdo está con la afirmación: Creo que la gente confía en mí.,Mental
Please specify your level of agreement: I usually accomplish what I set out to do.,"Indique qué tan de acuerdo está con la afirmación: Por lo general, logro lo que me propongo hacer.",Mental
Please specify your level of agreement: I work well in a group.,Indique qué tan de acuerdo está con la afirmación: Trabajo bien en grupo.,Mental
Please specify your level of agreement: I worry a lot about my health.,Indique qué tan de acuerdo está con la afirmación: Me preocupa mucho mi salud.,
Please specify your level of agreement: I'm comfortable just seeing what the day brings.,Indique qué tan de acuerdo está con la afirmación: No me incomoda ver qué me depara el día.,
Please specify your level of agreement: I'm comfortable trying different ways to do things.,Indique qué tan de acuerdo está con la afirmación: No me incomoda probar diferentes formas de hacer las cosas.,
Please specify your level of agreement: I'm usually able to help solve other people's problems.,"Indique qué tan de acuerdo está con la afirmación: Por lo general, puedo ayudar a resolver los problemas de otras personas.",
Please specify your level of agreement: If I can't do something one way I will find another way to do it.,"Indique qué tan de acuerdo está con la afirmación: Si no puedo hacer algo de una manera, encuentro otra forma de hacerlo.",
"Please specify your level of agreement: If I make a mistake, I know I can deal with it.","Indique qué tan de acuerdo está con la afirmación: Si cometo un error, sé que puedo manejarlo.",Mental
Please specify your level of agreement: It takes me a long time to run errands. For example going to the bank or drugstore.,"Indique qué tan de acuerdo está con la afirmación: Me lleva mucho tiempo hacer mandados. Por ejemplo, ir al banco o a la farmacia.",
Please specify your level of agreement: It's easy to do what people in authority ask me to do.,Indique qué tan de acuerdo está con la afirmación: Es fácil hacer lo que las personas con autoridad me piden que haga.,
Please specify your level of agreement: Most people like what I have to say.,Indique qué tan de acuerdo está con la afirmación: A la mayoría de la gente le gusta lo que opino.,
Please specify your level of agreement: Others have told me that I do things that put me at risk.,Indique qué tan de acuerdo está con la afirmación: Otras personas me han dicho que hago cosas que me exponen a riesgos.,
Please specify your level of agreement: People can understand me when I talk.,Indique qué tan de acuerdo está con la afirmación: La gente me entiende cuando hablo.,
Please specify your level of agreement: People have told me that sometimes I act strange.,Indique qué tan de acuerdo está con la afirmación: La gente me ha dicho que a veces me comporto de manera extraña.,
Please specify your level of agreement: People know that I get angry easily.,Indique qué tan de acuerdo está con la afirmación: La gente sabe que me enojo con facilidad.,
Please specify your level of agreement: People often tell me I make mistakes in my work.,Indique qué tan de acuerdo está con la afirmación: Muchas veces la gente me dice que cometo errores en el trabajo.,
Please specify your level of agreement: People say I show no emotion.,Indique qué tan de acuerdo está con la afirmación: La gente dice que no muestro ninguna emoción.,
Please specify your level of agreement: People tell me I stand too close when I am talking to them.,Indique qué tan de acuerdo está con la afirmación: La gente me dice que me paro demasiado cerca cuando le hablo.,
Please specify your level of agreement: People tell me I'm flexible and agreeable.,Indique qué tan de acuerdo está con la afirmación: La gente me dice que soy flexible y agradable.,
Please specify your level of agreement: Sometimes I do things to hurt myself.,Indique qué tan de acuerdo está con la afirmación: A veces hago cosas para lastimarme.,
Please specify your level of agreement: Sometimes I feel on top of the world for no reason.,Indique qué tan de acuerdo está con la afirmación: A veces me siento en la cima del mundo sin ningún motivo.,
Please specify your level of agreement: Sometimes I shout or yell for no reason.,Indique qué tan de acuerdo está con la afirmación: A veces grito sin motivo.,
Please specify your level of agreement: The same thoughts keep running through my head.,Indique qué tan de acuerdo está con la afirmación: Por mi cabeza pasan una y otra vez los mismos pensamientos.,
"Please specify your level of agreement: When I am stressed, I find myself losing control.","Indique qué tan de acuerdo está con la afirmación: Cuando estoy estresado/a, siento que pierdo el control.",Mental
"Please specify your level of agreement: When I have something easy to do, I have trouble getting started.","Indique qué tan de acuerdo está con la afirmación: Cuando tengo algo fácil que hacer, me cuesta empezar.",
"Please specify your level of agreement: When I have something hard to do, I have trouble getting started.","Indique qué tan de acuerdo está con la afirmación: Cuando tengo algo difícil que hacer, me cuesta empezar.",
"Please specify your level of agreement: When I'm asked to do a really difficult task, I keep at it until I get it done.","Indique qué tan de acuerdo está con la afirmación: Cuando me piden que haga una tarea muy difícil, no paro hasta completarla.",
"Please specify your level of agreement: When I'm stressed, I can't figure out what to do.","Indique qué tan de acuerdo está con la afirmación: Cuando estoy estresado/a, no sé qué hacer.",
Please specify your level of agreement: When there is a problem I am able to work things out with other people.,"Indique qué tan de acuerdo está con la afirmación: Cuando hay un problema, puedo resolverlo con otras personas.",
More than an hour,Más de una hora,
10 minutes,10 minutos,
15 minutes,15 minutos,
2 hours,2 horas,
2 minutes,2 minutos,
20 minutes,20 minutos,
30 minutes,30 minutos,
4 hours,4 horas,
6 hours,6 horas,
Agree,De acuerdo,
Always,Siempre,
An hour,Una hora,
At a normal pace compared to those around me,A un ritmo normal en comparación con quienes me rodean,
At a slower pace than those around me,A un ritmo más lento que quienes me rodean,
Disagree,En desacuerdo,
Faster than those around me,Más rápido que quienes me rodean,
I don't know,No sé,
Less than 2 hours,Menos de 2 horas,
Never,Nunca,
Often,A menudo,
Rarely,Casi nunca,
Sometimes,A veces,
Strongly agree,Muy de acuerdo,
Strongly disagree,Muy en desacuerdo,
Unable to do,No puedo hacerlo,
Up to 2 hours,Hasta 2 horas,
Up to 4 hours,Hasta 4 horas,
Up to 6 hours,Hasta 6 horas,
Up to 8 hours,Hasta 8 horas,
"Yes, with a little difficulty","Sí, con un poco de dificultad",
"Yes, with a lot of difficulty","Sí, con mucha dificultad",
"Yes, with some difficulty","Sí, con alguna dificultad",
"Yes, without difficulty","Sí, sin dificultad",
unable to do,no puedo hacerlo,
Please login to the assessment using the Identification Code and Sponsor Code provided by coordinator.,"Para iniciar sesión en la evaluación, use el código de identificación y el código de patrocinador que le dio el coordinador.",
username,nombre de usuario,
password,contraseña,
Login,Iniciar sesión,
Invalid credentials.,Credenciales no válidas.,
Error logging in person,Error al iniciar sesión de persona,
Error logging in.,Error al iniciar sesión.,
new User.,usuario nuevo.,
returning user starting,returning user starting,
returning user not started yet.,returning user not started yet.,
You have already finished your scheduled assessment.,Ya ha terminado la evaluación programada.,
Error returning your assessment. Please contact the administrator,Error al devolver su evaluación. Comuníquese con el administrador,
"I usually use a walking aid (cane, crutches, walker)","Por lo general, uso asistencia para caminar (bastón, muletas, andador)",Screener
All the time,Todo el tiempo,
I usually use a manual wheelchair or power wheelchair or a scooter to get around.,"Para desplazarme, uso por lo general una silla de ruedas manual, una silla de ruedas eléctrica o un scooter.",Screener
All the time; I never walk,Todo el tiempo; nunca camino,
Do you currently drive a car?,¿Conduce un vehículo en la actualidad?,Screener
Yes,Sí,
No,No,
"Do you currently use a bus, train or subway to get around?","¿En la actualidad toma autobuses, trenes o metros para desplazarte?",Screener
Submit,Enviar,
Error saving demographics,Error al guardar los datos demográficos,
Start,Empezar,
You will be asked how much you agree with statements about how you function or feel about doing different activities.,Se le preguntará qué tan de acuerdo está con las afirmaciones sobre cómo funciona o se siente acerca de hacer diferentes actividades.,
"Choose your answer based on your usual ability, <b>by yourself without the help of another person, and with any equipment or devices you normally use.</b>","Elija la respuesta en función de su habilidad habitual, <>por su cuenta, sin ayuda de otra persona y con cualquier equipo o dispositivo que suela utilizar.</b>",
"Do your best to pick the answer that best matches your agreement with the statement. If you are unable to pick a response the matches, choose <b>\""<u>I don't know</u>\"".</b>","Haga todo lo posible por elegir la respuesta que más coincida con su nivel de acuerdo con la afirmación. Si no puede elegir una respuesta que coincida, elija <b>\""<u>No sé</u>\"".</b>",
You will also be asked about how much difficulty you have doing different things.,También se le preguntará cuánto le cuesta hacer diferentes cosas.,
Choose your answer based on your usual ability <b>using any equipment or devices you normally use.</b>,Elija la respuesta en función de su habilidad habitual <b>con cualquier equipo o dispositivo que suela utilizar.</b>,
Choose your answer based on your ability to do the activity <b>by yourself without the help of another person.</b>,"Elija la respuesta en función de su capacidad para hacer la actividad <>por su cuenta, sin ayuda de otra persona.</b>",
"If you have not done an activity, do your best to guess what <b>your ability would be if you did it.</b><br/> If you are unable to guess choose <b>\""<u>I don't know</u>\""</b>.","Si no ha hecho alguna de las actividades, haga todo lo posible por suponer cuál sería<b>su habilidad si la hiciera.</b><br/> Si no puede suponer, elija <b>\""<u>No sé</u>\""</b>.",
"For example, if it takes you a very long time or it is hard for you to do something (or an activity), you would choose the answer <b>\""<u>with a lot of difficulty</u>\""</b>. But, if you need help from another person, you would choose <b>\""<u>Unable</u>\""</b>.","Por ejemplo, si hacer algo (o una actividad) le llevaría mucho tiempo o le resultaría difícil, debería elegir la respuesta <b>\""<u>con mucha dificultad</u>\""</b>. Sin embargo, si necesitaría ayuda de otra persona, debería elegir <b>\""<u>No puedo hacerlo</u>\""</b>.",
Next,Continuar,
{0} + is logged in,{0} + ha iniciado sesión,
Please select a user first,Elija primero un usuario,
The assessment is complete.,La evaluación está completa.,
Thank you!,¡Gracias!,
Loading. Please do not close your browser.,"Cargando. Por favor, no cierre el navegador.",
"If you have not done an activity, do your best to guess what <b>your ability would be if you did it.</b><br/> If you are unable to gues choose <b>\""<u>I don't know</u>\""</b>.","Si no ha hecho alguna de las actividades, haga todo lo posible por suponer cuál sería<b>su habilidad si la hiciera.</b><br/> Si no puede suponer, elija <b>\""<u>No sé</u>\""</b>.",
Clear,Borrar,
Refuse,Rechazar,
Add,Agregar,
Void,Anular,
Delete,Eliminar,
Update,Actualizar,
Export Data,Exportar datos,
Report,Informe,
Start Assessment,Empezar la evaluación,
study code,código del estudio,
sponsor code,código del patrocinador,
Assessment,Evaluación,
Summary,Resumen,
Results,Resultados,
Update,Actualizar,
Users -,Usuarios -,
Utility,Utilidad,
Log off,Cerrar sesión,
Error getting all people,Error al intentar obtener a todas las personas,
Please login first,Primero inicie sesión,
returning {0} users.,devolviendo {0} usuarios.,
oid can not be 0.,El identificador de objeto no puede ser 0.,
User name/password must be unique system-wide.,El nombre de usuario y la contraseña deben ser únicos en todo el sistema.,
Error updating a person,Error al actualizar a una persona,
Error deleting person,Error al eliminar persona,
Scale,Escala,
Administration Time,Tiempo de administración,
Number of Items,Cantidad de preguntas,
Score,Puntuación,
Standard Error,Error estándar,
Normed Score,Puntuación normalizada,
Normed SE,Error estándar normalizado,
N/A,N/A,
Summary.csv,Summary.csv,
Error finding person,Error al buscar persona,
download,descargar,
Details.csv,Details.csv,
Error adding person,Error al agregar persona,
Login to begin assessment,Inicie sesión para comenzar con la evaluación,
user - {0},usuario - {0},
Mental Function Domains: ,Dominios de funciones mentales:,
Physical Function Domains: ,Dominios de funciones físicas:,
Summary Data,Datos de resumen,
Mean,Media,
Max,Máx.,
Min,Mín.,
drive,conducción,
other,otro,
public_transportation,transporte_público,
walking,caminar,
wc,silla de ruedas,
ID,ID,
Domain,Dominio,
Active,Activa,
Started,Empezada,
Finished,Terminada,
Prompt,Prompt,
ItemResponseOID,ItemResponseOID,
Value,Valor,
ItemID,ItemID,
score,puntuación,
error,error,
fit,fit,
Process,Proceso,
Download,Descargar,
prefix,prefijo,
start,iniciar,
end,final,
Error adding person,Error al agregar persona,
creating user {0},creando usuario {0},
